iter	Accuracy	Logloss
248	0.9495168606	0.2007014693
249	0.9499112601	0.2002192403
250	0.9505028594	0.1996722995
251	0.9505028594	0.1991998583
252	0.9505028594	0.1990160231
253	0.9508972589	0.1986814302
254	0.9510944587	0.1980949148
255	0.9514888582	0.1973472622
256	0.9514888582	0.1971939876
257	0.9514888582	0.1970802663
258	0.951686058	0.1968648364
259	0.9518832577	0.1965045084
260	0.9508972589	0.1959639293
261	0.9508972589	0.1956241812
262	0.9512916585	0.1948883188
263	0.9512916585	0.1944454271
264	0.9505028594	0.1939621318
265	0.9512916585	0.1934929929
266	0.9526720568	0.193115838
267	0.9534608558	0.1923372718
268	0.9540524551	0.1918998533
269	0.9544468547	0.1915468311
270	0.9548412542	0.1911432152
271	0.9552356537	0.1908814884
272	0.9554328535	0.1906418505
273	0.9556300532	0.1905334886
274	0.9560244528	0.1903083307
275	0.9556300532	0.1899272227
276	0.9560244528	0.1894572752
277	0.9560244528	0.1892121511
278	0.9570104516	0.1885131474
279	0.9572076514	0.1881779762
280	0.9576020509	0.1878331809
281	0.9583908499	0.1871512371
282	0.9587852495	0.1866772768
283	0.9587852495	0.1860848236
284	0.9589824492	0.1857416181
285	0.9587852495	0.1850738241
286	0.9587852495	0.1846186049
287	0.9593768487	0.1842061957
288	0.9597712483	0.1836173859
289	0.9601656478	0.1828893565
290	0.9609544469	0.1825777153
291	0.9611516466	0.1820531451
292	0.9611516466	0.1819266125
293	0.9617432459	0.1816129281
294	0.9617432459	0.1812226354
295	0.9619404457	0.1809178913
296	0.9623348452	0.1805638275
297	0.9623348452	0.180317045
298	0.9623348452	0.1800411285
299	0.9623348452	0.1797650199
300	0.9621376454	0.1794970148
301	0.962532045	0.1792261704
302	0.9627292447	0.1791178595
303	0.962532045	0.1787496057
304	0.9621376454	0.1781704937
305	0.9631236443	0.1773941389
306	0.963320844	0.1768935858
307	0.9635180438	0.1765481016
308	0.9641096431	0.176183083
309	0.9641096431	0.1753358085
310	0.9645040426	0.1748691752
311	0.9645040426	0.1743679434
312	0.9647012424	0.1740984101
313	0.9658844409	0.1735776549
314	0.96667324	0.1728547476
315	0.96667324	0.1722342968
316	0.96667324	0.171673852
317	0.96667324	0.1714167086
318	0.9668704398	0.1710014961
319	0.9672648393	0.1707218452
320	0.967462039	0.1703572808
321	0.9672648393	0.1700401027
322	0.967462039	0.1694811848
323	0.9676592388	0.1690728526
324	0.9680536383	0.1685877713
325	0.9682508381	0.1682548098
326	0.9678564386	0.1678798355
327	0.9676592388	0.1677378552
328	0.9680536383	0.1673432088
329	0.9688424374	0.1667698215
330	0.9692368369	0.1665455263
331	0.9690396372	0.1662525347
332	0.9690396372	0.1658025702
333	0.9698284362	0.1651480563
334	0.9704200355	0.1645869923
335	0.9704200355	0.1640054843
336	0.9710116348	0.1636646162
337	0.9710116348	0.1629413836
338	0.9712088345	0.1625526751
339	0.9714060343	0.1623155544
340	0.9716032341	0.1619612054
341	0.9716032341	0.1615648785
342	0.9723920331	0.1611871454
343	0.9725892329	0.1608188223
344	0.9723920331	0.1605783764
345	0.9727864327	0.160342
346	0.9729836324	0.1601341734
347	0.9737724315	0.159632136
348	0.9737724315	0.1592385981
349	0.9737724315	0.1588507239
350	0.9739696312	0.1585530106
351	0.9743640308	0.1581711233
352	0.974166831	0.1578191211
353	0.9745612305	0.1575004502
354	0.9747584303	0.1571510591
355	0.9745612305	0.1567932091
356	0.9745612305	0.1565577851
357	0.9747584303	0.1562743465
358	0.9751528298	0.1558399642
359	0.9751528298	0.1556532697
360	0.9753500296	0.1552965258
361	0.9755472293	0.1550393858
362	0.9753500296	0.1547246632
363	0.9757444291	0.1542986939
364	0.9757444291	0.1541521423
365	0.9759416289	0.1539278775
366	0.9761388286	0.1536785417
367	0.9759416289	0.1534398358
368	0.9763360284	0.1530203112
369	0.9763360284	0.1528723451
370	0.9765332282	0.1527052996
371	0.9765332282	0.1524900815
372	0.9763360284	0.1522886312
373	0.9763360284	0.1519094606
374	0.9765332282	0.1514421
375	0.9773220272	0.1509747854
376	0.9773220272	0.1506871356
377	0.9773220272	0.150161738
378	0.9779136265	0.1498642912
379	0.9777164267	0.1495863413
380	0.9777164267	0.1491661923
381	0.9779136265	0.1488194652
382	0.9779136265	0.1486766846
383	0.9781108263	0.1484071894
384	0.978308026	0.1480386618
385	0.9785052258	0.1478780589
386	0.978308026	0.147505265
387	0.9785052258	0.1471582749
388	0.9781108263	0.1467552418
389	0.9785052258	0.1463028287
390	0.9788996253	0.1461285876
391	0.9794912246	0.1458424005
392	0.9794912246	0.14545503
393	0.9794912246	0.145198183
394	0.9800828239	0.1450219778
395	0.9800828239	0.1449139977
396	0.9800828239	0.1447106118
397	0.9806744232	0.1444014339
398	0.9806744232	0.1442032711
399	0.9806744232	0.1439014395
400	0.9806744232	0.1436800823
401	0.9810688227	0.1434679015
402	0.9810688227	0.1432962007
403	0.9812660225	0.1429678527
404	0.9814632222	0.1426551093
405	0.9814632222	0.1423277561
406	0.9814632222	0.1420206101
407	0.9814632222	0.1417891006
408	0.9814632222	0.1415039822
409	0.9818576218	0.1411293065
410	0.9820548215	0.1407252397
411	0.9820548215	0.1405821159
412	0.9820548215	0.140524265
413	0.9820548215	0.1404769258
414	0.9818576218	0.1401920377
415	0.9820548215	0.1399356318
416	0.9822520213	0.1395299843
417	0.9824492211	0.1393391702
418	0.9824492211	0.1392237323
419	0.9824492211	0.1389734496
420	0.9828436206	0.1387346394
421	0.9828436206	0.1384086719
422	0.9826464208	0.1380875155
423	0.9832380201	0.1375301088
424	0.9832380201	0.1373090598
425	0.9830408204	0.1370356605
426	0.9836324196	0.1364439657
427	0.9840268192	0.1362253324
428	0.9840268192	0.136092591
429	0.9838296194	0.1356764875
430	0.9840268192	0.1354379898
431	0.9842240189	0.1350265704
432	0.9842240189	0.1347316773
433	0.9842240189	0.1344818176
434	0.9844212187	0.1341635661
435	0.9844212187	0.1339468109
436	0.9846184185	0.1337757104
437	0.9846184185	0.1336654095
438	0.9846184185	0.1332244381
439	0.9846184185	0.1329635152
440	0.9848156182	0.1327395856
441	0.9848156182	0.1325180196
442	0.9848156182	0.1322713648
443	0.9848156182	0.1318109485
444	0.985012818	0.1316081966
445	0.985012818	0.1314577251
446	0.985012818	0.131093627
447	0.985012818	0.1308780361
448	0.985012818	0.1305837948
449	0.9852100177	0.1304110848
450	0.9856044173	0.1302348598
451	0.985801617	0.1299177891
452	0.9856044173	0.1297739761
453	0.9859988168	0.1294599271
454	0.9859988168	0.1290887994
455	0.9861960166	0.1288599858
456	0.9859988168	0.1285984762
457	0.9859988168	0.1284408416
458	0.985801617	0.1283075731
459	0.9861960166	0.128065085
460	0.9861960166	0.1278810887
461	0.9865904161	0.127471747
462	0.9861960166	0.1271671411
463	0.9863932163	0.1268492017
464	0.9863932163	0.12671521
465	0.9867876159	0.1261785529
466	0.9869848156	0.1260701972
467	0.9867876159	0.1257866656
468	0.9867876159	0.1255917271
469	0.9871820154	0.1251882398
470	0.9873792151	0.1249827119
471	0.9873792151	0.1248956974
472	0.9875764149	0.1247930418
473	0.9875764149	0.1246076791
474	0.9877736147	0.1242889241
475	0.9877736147	0.1240569158
476	0.9877736147	0.1238479902
477	0.9875764149	0.1237052105
478	0.9879708144	0.123437556
479	0.9877736147	0.1232121844
480	0.9877736147	0.1231286532
481	0.9877736147	0.1230928314
482	0.988365214	0.1230010154
483	0.988365214	0.1228795971
484	0.9885624137	0.12260572
485	0.9885624137	0.1224189942
486	0.9889568133	0.122112563
487	0.9889568133	0.1220160132
488	0.9889568133	0.1216789871
489	0.9887596135	0.1216041238
490	0.9887596135	0.1213615246
491	0.989154013	0.1212670082
492	0.9893512128	0.1210412884
493	0.989154013	0.1209006018
494	0.989154013	0.1208397867
495	0.9895484125	0.1204446092
496	0.9895484125	0.1201741168
497	0.9895484125	0.1199135045
498	0.9893512128	0.1196381669
499	0.9895484125	0.1193289253
500	0.9895484125	0.1191416984
501	0.9897456123	0.1189052407
502	0.9897456123	0.1187100487
503	0.9897456123	0.1185317482
504	0.9893512128	0.1182568599
505	0.9899428121	0.1181753971
506	0.9899428121	0.1180308624
507	0.9901400118	0.1176808979
508	0.9897456123	0.1174708562
509	0.9897456123	0.117361489
510	0.9897456123	0.1172351375
511	0.9897456123	0.1170628918
512	0.9899428121	0.1168415078
513	0.9899428121	0.1166670054
514	0.9903372116	0.1164220326
515	0.9905344114	0.1162418485
516	0.9907316111	0.1160198049
517	0.9907316111	0.1157704718
518	0.9907316111	0.1156092885
519	0.9907316111	0.1153944202
520	0.9909288109	0.1152309436
521	0.9911260106	0.1150571161
522	0.9911260106	0.1147464878
523	0.9911260106	0.114589205
524	0.9911260106	0.1144929554
525	0.9913232104	0.1141591438
526	0.9909288109	0.113757761
527	0.9909288109	0.1137036665
528	0.9915204102	0.1133354216
529	0.9917176099	0.1129678533
530	0.9919148097	0.1126829119
531	0.9919148097	0.1124679438
532	0.9919148097	0.1121086672
533	0.9919148097	0.11195804
534	0.9919148097	0.1118133867
535	0.9919148097	0.111675477
536	0.9919148097	0.1115520437
537	0.9919148097	0.1114443621
538	0.9917176099	0.1112713886
539	0.9917176099	0.1111473573
540	0.9917176099	0.1110167449
541	0.9917176099	0.1108343158
542	0.9921120095	0.1105280355
543	0.9921120095	0.1102917407
544	0.9919148097	0.1101497501
545	0.9919148097	0.1100959413
546	0.9919148097	0.1099695083
547	0.9921120095	0.1096582011
548	0.9923092092	0.1095205478
549	0.9923092092	0.10928041
550	0.992506409	0.1091216517
551	0.992506409	0.1089251804
552	0.992506409	0.1088428553
553	0.9923092092	0.1085715311
554	0.9923092092	0.1085571597
555	0.9923092092	0.1082974394
556	0.9927036088	0.1081326477
557	0.9927036088	0.1080025577
558	0.9927036088	0.1078454647
559	0.9927036088	0.1076058246
560	0.9927036088	0.1075038215
561	0.9929008085	0.1072850668
562	0.9930980083	0.107013987
563	0.9929008085	0.1069581144
564	0.9929008085	0.1067083585
565	0.9929008085	0.1065593286
566	0.9929008085	0.1063043215
567	0.9929008085	0.1061449414
568	0.9929008085	0.1058877356
569	0.9930980083	0.1057041681
570	0.9930980083	0.1054735312
571	0.9930980083	0.1053409837
572	0.9936896076	0.1050655203
573	0.9936896076	0.1047922664
574	0.9936896076	0.1046638192
575	0.9938868073	0.1042380687
576	0.9938868073	0.104095278
577	0.9938868073	0.1039212743
578	0.9938868073	0.1037801383
579	0.9938868073	0.1036046335
580	0.9942812069	0.1034031418
581	0.9940840071	0.1032477263
582	0.9940840071	0.1030076095
583	0.9940840071	0.1029050067
584	0.9940840071	0.102836742
585	0.9940840071	0.1025826805
586	0.9940840071	0.1024558563
587	0.9944784066	0.1023386063
588	0.9944784066	0.10219365
589	0.9948728062	0.1020030874
590	0.9948728062	0.1016857464
591	0.9950700059	0.1014335396
592	0.9950700059	0.1012685364
593	0.9950700059	0.1011854233
594	0.9952672057	0.1010321865
595	0.9954644054	0.1009573479
596	0.9952672057	0.1005564199
597	0.9952672057	0.1004338236
598	0.9954644054	0.1003580568
599	0.9954644054	0.1001304943
600	0.9954644054	0.1000515988
601	0.9954644054	0.09987352627
602	0.9954644054	0.09964714629
603	0.9952672057	0.09946067518
604	0.9952672057	0.09924671461
605	0.9952672057	0.09901667367
606	0.9952672057	0.09883428879
607	0.9956616052	0.09857108599
608	0.9954644054	0.09846959966
609	0.9954644054	0.09825105786
610	0.9954644054	0.09813393698
611	0.9954644054	0.09798863645
612	0.9954644054	0.09781882924
613	0.9956616052	0.09766673229
614	0.9956616052	0.09761188549
615	0.9956616052	0.09748762779
616	0.9956616052	0.09735917118
617	0.9956616052	0.09724477636
618	0.9956616052	0.097045452
619	0.9956616052	0.09684794109
620	0.9956616052	0.0967096137
621	0.9954644054	0.09634706118
622	0.995858805	0.0961522877
623	0.995858805	0.09595940048
624	0.9960560047	0.09574932789
625	0.9962532045	0.09550397619
626	0.9964504043	0.0951151828
627	0.9962532045	0.09503634099
628	0.9962532045	0.09496960492
629	0.9962532045	0.09487603515
630	0.9962532045	0.09473510109
631	0.9962532045	0.0943142329
632	0.9964504043	0.09399790854
633	0.9964504043	0.09363642955
634	0.9964504043	0.09352497942
635	0.9964504043	0.09335829914
636	0.996647604	0.09319035843
637	0.996647604	0.0931068846
638	0.996647604	0.09305632227
639	0.996647604	0.09290416158
640	0.9970420035	0.09272912515
641	0.9968448038	0.09243884358
642	0.9968448038	0.0922940912
643	0.9968448038	0.09212531346
644	0.9968448038	0.09198324549
645	0.9968448038	0.09182880296
646	0.9968448038	0.09166277851
647	0.9968448038	0.0915615666
648	0.9968448038	0.09141781016
649	0.9968448038	0.09135437472
650	0.9968448038	0.09111540332
651	0.9968448038	0.09104387029
652	0.9968448038	0.09093520301
653	0.9968448038	0.09083621857
654	0.9968448038	0.09067628223
655	0.9968448038	0.09041095764
656	0.9968448038	0.09027534414
657	0.9970420035	0.09006243091
658	0.9970420035	0.08978068392
659	0.9970420035	0.08961912127
660	0.9972392033	0.08932440172
661	0.9974364031	0.08922138373
662	0.9974364031	0.0890668729
663	0.9974364031	0.0889144046
664	0.9974364031	0.08877993355
665	0.9974364031	0.08863465886
666	0.9974364031	0.0884149281
667	0.9974364031	0.08827206973
668	0.9974364031	0.08819137295
669	0.9974364031	0.08801125183
670	0.9974364031	0.08787386618
671	0.9974364031	0.08763750833
672	0.9974364031	0.08740923701
673	0.9974364031	0.08722242396
674	0.9974364031	0.08706212601
675	0.9974364031	0.08689268009
676	0.9974364031	0.08669385594
677	0.9974364031	0.08638609629
678	0.9974364031	0.08612853821
679	0.9976336028	0.08594249732
680	0.9976336028	0.08582249066
681	0.9976336028	0.08555099409
682	0.9976336028	0.08548955294
683	0.9976336028	0.08528017534
684	0.9976336028	0.08521563016
685	0.9976336028	0.08509450735
686	0.9976336028	0.08490191301
687	0.9976336028	0.08480231944
688	0.9976336028	0.08462963223
689	0.9976336028	0.08455806451
690	0.9976336028	0.08438683039
691	0.9976336028	0.08416560021
692	0.9980280024	0.08406593847
693	0.9982252021	0.08387372501
694	0.9980280024	0.0837633329
695	0.9980280024	0.08367265263
696	0.9980280024	0.08360966264
697	0.9980280024	0.08352405302
698	0.9982252021	0.08331629791
699	0.9982252021	0.08318131215
700	0.9982252021	0.083091658
701	0.9982252021	0.08294525013
702	0.9982252021	0.0828095352
703	0.9982252021	0.08276085561
704	0.9982252021	0.08266092053
705	0.9982252021	0.08253069411
706	0.9982252021	0.08240849801
707	0.9982252021	0.08227014266
708	0.9982252021	0.0821641156
709	0.9982252021	0.08211053238
710	0.9982252021	0.08202812859
711	0.9982252021	0.08198433275
712	0.9982252021	0.08190229502
713	0.9982252021	0.08184679982
714	0.9984224019	0.08174266748
715	0.9984224019	0.08165048059
716	0.9984224019	0.08151354952
717	0.9984224019	0.08140292643
718	0.9984224019	0.08132805901
719	0.9984224019	0.08114188203
720	0.9984224019	0.08107814951
721	0.9984224019	0.08094791459
722	0.9984224019	0.08082514269
723	0.9984224019	0.08069678385
724	0.9984224019	0.08061043211
725	0.9984224019	0.0805607981
726	0.9984224019	0.08042630445
727	0.9984224019	0.08035896716
728	0.9986196017	0.08023716141
729	0.9986196017	0.08010084834
730	0.9986196017	0.08003158328
731	0.9986196017	0.07989612765
732	0.9986196017	0.07978151377
733	0.9986196017	0.07973893336
734	0.9986196017	0.07960874708
735	0.9986196017	0.07939718624
736	0.9986196017	0.07928299765
737	0.9986196017	0.07919913344
738	0.9986196017	0.07883472514
739	0.9986196017	0.07875130215
740	0.9988168014	0.07858663846
741	0.9988168014	0.07853200724
742	0.9990140012	0.07846313902
743	0.9990140012	0.07832576564
744	0.9992112009	0.07826472597
745	0.9990140012	0.07803844087
746	0.9990140012	0.07790890302
747	0.9992112009	0.07779805864
748	0.9992112009	0.07773739384
749	0.9992112009	0.07768496668
750	0.9994084007	0.07755687242
751	0.9994084007	0.0774852761
752	0.9994084007	0.07732787041
753	0.9994084007	0.0771767821
754	0.9994084007	0.07708566443
755	0.9994084007	0.07701177541
756	0.9994084007	0.0769192717
757	0.9994084007	0.07683855883
758	0.9994084007	0.07673106185
759	0.9994084007	0.07666717675
760	0.9994084007	0.07655352375
761	0.9992112009	0.07641826517
762	0.9994084007	0.07624122338
763	0.9994084007	0.07616552236
764	0.9994084007	0.07607250141
765	0.9994084007	0.07592297395
766	0.9994084007	0.07578984684
767	0.9994084007	0.07572225011
768	0.9994084007	0.07564090003
769	0.9994084007	0.07552877516
770	0.9994084007	0.07540302127
771	0.9994084007	0.07531302219
772	0.9994084007	0.07515144123
773	0.9994084007	0.07498117886
774	0.9994084007	0.07484132928
775	0.9994084007	0.07470757602
776	0.9994084007	0.07451898184
777	0.9994084007	0.07432893854
778	0.9994084007	0.07419581749
779	0.9994084007	0.07408398704
780	0.9992112009	0.07397372022
781	0.9992112009	0.07393263414
782	0.9992112009	0.07386545268
783	0.9992112009	0.07378282168
784	0.9992112009	0.07373899418
785	0.9992112009	0.07369515202
786	0.9992112009	0.07351825254
787	0.9992112009	0.07332351526
788	0.9992112009	0.07325334371
789	0.9992112009	0.07313976569
790	0.9994084007	0.07303642557
791	0.9994084007	0.0729219516
792	0.9992112009	0.07282311316
793	0.9992112009	0.07275487304
794	0.9992112009	0.07267354638
795	0.9992112009	0.07261075296
796	0.9992112009	0.07256063478
797	0.9992112009	0.0724760835
798	0.9992112009	0.07232985171
799	0.9992112009	0.0721831123
800	0.9994084007	0.07207086303
801	0.9994084007	0.07196512474
802	0.9994084007	0.07193188243
803	0.9994084007	0.07190510881
804	0.9994084007	0.07186030066
805	0.9994084007	0.07179751532
806	0.9994084007	0.07174666523
807	0.9994084007	0.07163813862
808	0.9994084007	0.07156026282
809	0.9994084007	0.07142565375
810	0.9994084007	0.07135043232
811	0.9994084007	0.07123937924
812	0.9994084007	0.07111321198
813	0.9994084007	0.07096343772
814	0.9994084007	0.07090552489
815	0.9994084007	0.07083004358
816	0.9994084007	0.07074071132
817	0.9994084007	0.07058343976
818	0.9994084007	0.07055792218
819	0.9994084007	0.0704260415
820	0.9994084007	0.07034436254
821	0.9994084007	0.07019887789
822	0.9994084007	0.07012464495
823	0.9994084007	0.07006264635
824	0.9994084007	0.07000473272
825	0.9996056005	0.06988897503
826	0.9996056005	0.06981398448
827	0.9996056005	0.06973392182
828	0.9996056005	0.06956356442
829	0.9996056005	0.06947980295
830	0.9996056005	0.06941404048
831	0.9996056005	0.06927656735
832	0.9996056005	0.06921633677
833	0.9996056005	0.06905256576
834	0.9996056005	0.06888542114
835	0.9996056005	0.06874847154
836	0.9996056005	0.06863033017
837	0.9996056005	0.06847759031
838	0.9996056005	0.06834198208
839	0.9996056005	0.06818018433
840	0.9996056005	0.06813647048
841	0.9996056005	0.0680610791
842	0.9996056005	0.06795236855
843	0.9996056005	0.06783867074
844	0.9996056005	0.0676918811
845	0.9996056005	0.06757554715
846	0.9996056005	0.06747555263
847	0.9996056005	0.06740175136
848	0.9996056005	0.06735896368
849	0.9996056005	0.06725236936
850	0.9996056005	0.06717967198
851	0.9996056005	0.06713224471
852	0.9996056005	0.06700394779
853	0.9996056005	0.06690359674
854	0.9996056005	0.06671014545
855	0.9996056005	0.06662652178
856	0.9996056005	0.06655325205
857	0.9998028002	0.06644065627
858	0.9998028002	0.06639715826
859	0.9998028002	0.06632131641
860	0.9998028002	0.06613654071
861	0.9998028002	0.06603971288
862	0.9998028002	0.06592168881
863	0.9998028002	0.06586710112
864	0.9998028002	0.06585743756
865	0.9998028002	0.06577366274
866	0.9998028002	0.06567049908
867	0.9998028002	0.06563381799
868	0.9998028002	0.06557063836
869	0.9998028002	0.06551359255
870	0.9998028002	0.06547367968
871	0.9998028002	0.06537510576
872	0.9998028002	0.06523948297
873	0.9998028002	0.06515052723
874	0.9998028002	0.06503290979
875	0.9998028002	0.06496750297
876	0.9998028002	0.06494027068
877	0.9998028002	0.06483826651
878	0.9998028002	0.06481356419
879	0.9998028002	0.0647287868
