iter	Accuracy	Logloss
880	0.9998028002	0.06463623541
881	0.9998028002	0.06455733506
882	0.9998028002	0.06449989698
883	0.9998028002	0.06442378233
884	0.9998028002	0.06422410742
885	0.9998028002	0.06411990229
886	0.9998028002	0.06398717004
887	0.9998028002	0.06391789041
888	0.9998028002	0.06382047781
889	0.9998028002	0.0637810628
890	0.9998028002	0.06363222132
891	0.9998028002	0.06358473584
892	0.9998028002	0.06351600685
893	0.9998028002	0.06346024675
894	0.9998028002	0.06337453528
895	0.9998028002	0.06332048448
896	0.9998028002	0.06324577662
897	0.9998028002	0.06314585551
898	0.9998028002	0.06306529677
899	0.9998028002	0.06301001671
900	0.9998028002	0.06293600292
901	0.9998028002	0.06285562409
902	0.9998028002	0.0627713461
903	0.9998028002	0.06265375987
904	0.9998028002	0.06250446468
905	0.9998028002	0.06245768191
906	0.9998028002	0.06240709124
907	0.9998028002	0.06235814026
908	0.9998028002	0.06230351054
909	0.9998028002	0.06220409773
910	0.9998028002	0.06211850027
911	0.9998028002	0.06200049786
912	0.9998028002	0.06193345042
913	0.9998028002	0.0618832895
914	0.9998028002	0.06184235153
915	0.9998028002	0.06176953395
916	0.9998028002	0.06172424855
917	0.9998028002	0.06169534756
918	0.9998028002	0.06162927964
919	0.9998028002	0.06157943493
920	0.9998028002	0.06149761656
921	0.9998028002	0.06144449043
922	0.9998028002	0.06138113393
923	0.9998028002	0.06131505032
924	0.9998028002	0.06123971494
925	0.9998028002	0.06117773617
926	0.9998028002	0.06103871783
927	0.9998028002	0.06096411902
928	0.9998028002	0.06086521694
929	0.9998028002	0.0607427493
930	0.9998028002	0.0606953385
931	0.9998028002	0.06060810584
932	0.9998028002	0.06045120742
933	0.9998028002	0.06031079102
934	0.9998028002	0.06026598569
935	0.9998028002	0.06019761814
936	0.9998028002	0.06013809654
937	0.9998028002	0.06004655931
938	0.9998028002	0.05989078884
939	0.9998028002	0.05978613289
940	0.9998028002	0.05973451957
941	0.9998028002	0.05968494112
942	0.9998028002	0.05962022718
943	0.9998028002	0.05954250408
944	0.9998028002	0.0594440595
945	0.9998028002	0.05931582861
946	0.9998028002	0.05918015302
947	0.9998028002	0.05910641823
948	0.9998028002	0.05901455948
949	0.9998028002	0.0589477763
950	0.9998028002	0.0588458831
951	0.9998028002	0.05879850943
952	0.9998028002	0.05872972739
953	0.9998028002	0.05866693078
954	0.9998028002	0.05857315161
955	0.9998028002	0.0585015268
956	0.9998028002	0.05847522495
957	0.9998028002	0.05836619395
958	0.9998028002	0.05830056793
959	0.9998028002	0.05827299885
960	0.9998028002	0.05824382873
961	0.9998028002	0.05816413026
962	0.9998028002	0.05809860734
963	0.9998028002	0.05804726483
964	0.9998028002	0.05795579046
965	0.9998028002	0.05788890003
966	0.9998028002	0.05781671682
967	0.9998028002	0.05774182941
968	0.9998028002	0.05770479004
969	0.9998028002	0.05762527931
970	0.9998028002	0.05755254683
971	0.9998028002	0.05749833612
972	0.9998028002	0.05736973942
973	0.9998028002	0.05729474709
974	0.9998028002	0.05725068346
975	0.9998028002	0.05717063351
976	0.9998028002	0.0571418137
977	0.9998028002	0.05702951072
978	0.9998028002	0.05698480137
979	0.9998028002	0.05693460964
980	0.9998028002	0.05689876361
981	0.9998028002	0.05688442457
982	0.9998028002	0.05681364519
983	1	0.05674702954
984	1	0.05668745144
985	1	0.05659243098
986	1	0.05645278709
987	1	0.0564010832
988	1	0.05632675883
989	1	0.05621902749
990	1	0.05617104168
991	1	0.05608377354
992	1	0.05598258953
993	1	0.05592976422
994	1	0.05589190454
995	1	0.05587090053
996	1	0.05579721474
997	1	0.05568068247
998	1	0.05561653413
999	1	0.0555695203
